lon,lat,dist,ir,opt
139.2002,2.8089,21.314,0.5423,0.2669
96.0922,-7.1536,15.805,0.4206,0.2751
181.4393,3.3874,18.309,0.8677,0.5408
154.7846,7.1419,19.401,0.3823,0.1811
248.4482,5.119,16.176,0.3215,0.1514
56.0684,4.4911,12.803,0.2794,0.2109
229.1855,-4.2651,18.287,0.4712,0.2751
161.537,1.8349,18.885,0.7944,0.4968
146.5982,0.2728,20.272,0.8351,0.3274
132.9805,-2.0323,19.948,0.6715,0.2852
162.0275,-2.185,18.854,0.791,0.1921
220.1675,-4.7461,19.914,0.4945,0.2099
168.9489,1.3078,18.511,0.8499,0.3576
210.3584,-6.2431,19.915,0.4433,0.2325
243.4253,-4.0469,15.908,0.4077,0.2195
139.7685,4.6415,21.224,0.4241,0.2846
202.7434,1.1556,19.192,0.7804,0.279
253.3125,-4.9377,16.372,0.3232,0.2151
39.2061,-6.7205,13.741,0.3067,0.1853
244.1837,0.1005,15.54,0.6556,0.465
169.4494,-4.8798,18.492,0.7018,0.4022
75.4053,-0.2245,13.576,0.3871,0.3476
273.4817,-3.584,15.206,0.4788,0.2529
271.7572,3.1919,15.146,0.3043,0.2211
112.8306,-0.9736,16.655,0.5867,0.3685
167.3257,4.9266,18.576,0.6421,0.4251
84.319,-4.519,14.966,0.393,0.1907
144.6326,-1.1134,20.524,0.733,0.0816
189.4246,-5.8782,18.454,0.5561,0.3396
94.5659,0.898,16.165,0.4628,0.2724
209.3709,-0.7287,19.808,0.8114,0.1433
223.885,-6.15,17.569,0.3916,0.1831
161.2361,-3.7081,18.904,0.6432,0.114
173.6362,0.2271,18.373,0.9163,0.3663
145.5012,-6.1507,20.41,0.4123,0.1405
270.9819,1.142,15.201,0.3685,0.1481
168.4868,-9.2233,15.862,0.4281,0.3894
182.0483,-7.8362,18.312,0.5528,0.2939
177.5875,3.0286,18.315,0.9042,0.8146
194.7768,-6.2488,18.674,0.458,0.2157
287.1872,5.2501,13.678,0.3135,0.2345
143.7717,-4.6355,20.64,0.4827,0.2024
174.7752,-3.0238,18.351,0.8966,0.4667
214.3494,4.2147,20.391,0.5065,0.3359
195.4227,-4.6977,18.708,0.5705,0.2833
180.583,-6.9772,18.306,0.637,0.2896
108.5168,-5.235,15.965,0.3669,0.3818
237.5029,-4.9161,16.994,0.4068,0.2556
212.6956,-3.0725,20.185,0.64,0.2565
124.8797,5.2594,19.317,0.3637,0.3324
162.4394,-1.2978,18.829,0.8607,0.2322
113.5864,-0.6578,16.541,0.5828,0.2902
109.6829,-1.8527,16.18,0.5733,0.3651
166.7448,-4.2164,18.601,0.7059,0.3575
250.9014,1.3512,15.219,0.5913,0.5753
132.2598,0.8426,20.85,0.6237,0.1051
143.2065,4.3766,20.718,0.4621,0.3184
169.7077,-4.7564,18.483,0.712,0.3879
167.3594,-6.5726,18.574,0.5528,0.3671
182.5231,9.4742,15.445,0.5947,0.3677
100.6638,-2.3519,16.705,0.6122,0.2936
168.7008,-3.0531,18.52,0.7919,0.2983
118.8774,-5.3716,17.586,0.355,0.2673
212.4478,-2.6734,20.156,0.6763,0.2339
143.6589,-8.2697,17.676,0.326,0.2333
134.4526,-4.8904,20.115,0.4425,0.28
187.8002,7.3016,18.407,0.4588,0.3774
217.7991,-0.3087,20.86,0.7958,0.1008
184.1656,-1.6199,18.334,0.913,0.205
171.3855,5.605,18.43,0.6924,0.5161
191.7456,-3.4972,18.537,0.6808,0.2441
162.252,-7.4987,18.84,0.4138,0.1614
75.6926,-2.6369,13.504,0.4195,0.2398
181.8806,-2.6476,18.311,0.9509,0.3802
266.706,-0.9322,14.64,0.4454,0.1084
206.9881,-2.3995,19.566,0.7324,0.1039
223.2408,1.7172,18.252,0.6911,0.3253
159.8162,7.417,19.0,0.3946,0.203
176.1494,8.7463,16.72,0.4667,0.3766
119.0482,3.3869,17.557,0.4031,0.2546
135.1853,-0.1274,20.096,0.7147,0.1617
119.6309,4.4892,18.087,0.3729,0.2745
188.5771,8.1758,17.877,0.426,0.3009
173.1568,-0.8401,18.384,0.9344,0.2656
69.8308,-1.968,14.258,0.4361,0.1212
190.9653,2.019,18.507,0.7822,0.2977
99.8046,-1.9728,16.597,0.5937,0.2483
171.1305,-5.699,18.437,0.6855,0.3768
111.2892,2.0094,16.399,0.4313,0.1661
120.295,-0.2114,17.807,0.6217,0.1835
127.2362,-4.7712,20.052,0.4124,0.1718
79.0142,-4.007,15.094,0.4702,0.2875
115.4418,5.6358,16.842,0.2903,0.1904
108.7475,-0.9566,15.943,0.568,0.313
183.6902,1.491,18.328,0.9341,0.3264
136.5742,-8.7273,16.756,0.2774,0.1612
251.8095,-4.7628,15.77,0.3212,0.2328
191.801,-9.7884,14.954,0.3219,0.1848
232.2843,-1.9105,18.365,0.6931,0.3018
109.1188,-1.3128,15.91,0.5751,0.3463
178.1114,-2.3044,18.311,0.9607,0.2054
77.6377,-4.3954,14.051,0.3269,0.2363
244.0163,-3.6621,15.724,0.4316,0.2361
137.2575,6.44,21.631,0.4569,0.2988
207.5355,7.2236,19.62,0.4191,0.2441
64.853,2.6931,13.314,0.2936,0.201
272.2759,3.5854,15.043,0.3073,0.2279
167.5079,3.0283,18.568,0.7574,0.3655
244.6208,6.3977,15.65,0.3166,0.1828
132.0387,3.9106,20.678,0.4358,0.4482
165.7468,7.4255,18.648,0.474,0.2807
83.025,-5.2099,15.144,0.3776,0.2102
238.2991,3.8093,16.851,0.5513,0.3099
169.7998,-3.267,18.48,0.8038,0.3144
229.0379,9.4294,15.518,0.3157,0.1409
191.2562,-6.8499,18.518,0.5447,0.1899
242.4209,4.1354,16.238,0.4336,0.2322
240.7731,3.8179,15.921,0.4521,0.2453
245.3019,-5.7578,15.985,0.3142,0.1966
103.8408,0.4207,16.681,0.5442,0.1919
190.3113,-1.0447,18.484,0.8661,0.16
230.0748,-1.4034,17.594,0.7205,0.2227
230.2281,-0.7692,17.624,0.7524,0.2339
211.56,0.0991,20.051,0.8065,0.2106
225.7199,-6.3971,18.694,0.3632,0.2027
276.6133,2.2874,15.45,0.312,0.2565
182.6339,-5.3051,18.317,0.7931,0.4168
202.8527,5.453,19.201,0.4409,0.2424
161.4081,-2.8737,18.893,0.7311,0.1402
152.5124,-5.7752,19.615,0.4409,0.1468
207.7567,-7.0799,19.642,0.3781,0.2466
216.7475,-2.5846,20.711,0.6621,0.1811
81.6567,-0.5214,14.503,0.4122,0.3138
115.2636,0.6387,16.841,0.5308,0.136
245.9417,-2.3111,16.248,0.5232,0.4005
251.6391,1.5574,16.048,0.5865,0.6134
221.0754,7.593,19.241,0.3908,0.2499
103.5381,-6.8767,16.647,0.3021,0.314
177.8867,5.3076,18.313,0.7353,0.706
209.8014,-9.0369,16.186,0.313,0.161
198.1382,1.9658,18.864,0.6809,0.0881
183.1118,4.0728,18.321,0.8228,0.7021
210.7339,-2.8707,19.957,0.6512,0.192
148.1033,-0.8034,20.09,0.8165,0.1724
92.8763,2.4764,16.053,0.3429,0.3195
100.9084,3.112,16.431,0.3751,0.2235
169.5195,9.8695,14.833,0.4137,0.2827
231.3514,0.8419,17.528,0.7353,0.3361
99.0532,-3.2701,16.341,0.4435,0.2666
141.8027,0.42,20.918,0.7457,0.2005
123.0223,1.5312,18.699,0.5534,0.2552
187.2304,4.4604,18.393,0.6724,0.3771
174.2389,3.3264,18.361,0.8541,0.6951
129.6493,0.928,20.178,0.6007,0.1227
115.3006,-6.8975,16.854,0.2925,0.3181
171.9791,1.4523,18.413,0.8722,0.3485
106.4623,2.7073,16.242,0.3779,0.177
241.152,-4.4171,16.044,0.3765,0.2338
162.952,-5.0865,18.798,0.5989,0.169
212.1422,-0.4484,20.119,0.7814,0.169
146.5146,2.3573,20.282,0.6208,0.3558
247.0112,1.2932,15.97,0.5415,0.2154
205.7078,-3.505,19.446,0.6027,0.0833
144.0018,-6.1493,20.608,0.4085,0.2334
122.2823,5.4084,18.501,0.4046,0.285
198.9175,-6.1502,18.914,0.462,0.1359
232.5388,-2.8783,18.358,0.618,0.3006
252.7002,-2.154,15.94,0.5016,0.4118
63.7269,-0.4452,12.965,0.4181,0.2767
161.9255,-5.6486,18.86,0.5205,0.1841
116.5124,-2.3808,17.045,0.5359,0.3248
64.4318,-0.312,13.22,0.4136,0.237
53.6386,-2.1089,13.35,0.2771,0.1644
141.5706,1.7632,20.952,0.6512,0.3408
124.3875,-3.5229,18.845,0.489,0.1401
166.4021,-1.8833,18.617,0.8436,0.2381
171.0297,-2.4929,18.44,0.8575,0.3104
99.3125,-1.8207,16.68,0.5489,0.2302
163.5342,-6.5322,18.765,0.4931,0.1946
358.0398,-1.0458,10.198,0.2811,0.2101
201.5327,-8.4488,17.304,0.3239,0.1696
250.3007,-4.4501,14.993,0.3396,0.2523
203.5572,-6.0644,19.258,0.4608,0.2041
226.3288,-4.3018,18.363,0.4887,0.2088
129.7864,-0.7895,20.162,0.7207,0.2141
281.6457,3.3016,14.657,0.3102,0.2064
168.4248,8.3273,17.554,0.4488,0.304
215.3662,-8.3325,17.544,0.2868,0.2006
200.279,-4.9699,19.007,0.5053,0.1246
169.738,2.81,18.482,0.7938,0.4688
230.6062,-5.7469,17.353,0.3951,0.1493
221.8697,3.035,18.357,0.5604,0.1141
278.2433,2.1231,14.575,0.2963,0.2101
196.1466,-6.8059,18.747,0.4451,0.1488
156.9379,4.1373,19.217,0.5597,0.2918
242.3602,1.9324,16.185,0.5464,0.3066
117.4874,-6.6345,17.433,0.2987,0.3047
173.8803,4.4121,18.368,0.8013,0.6934
229.3552,6.9733,18.318,0.3287,0.1485
185.7394,3.2807,18.36,0.8129,0.4304
206.9324,-0.8533,19.561,0.8172,0.2829
185.3144,4.8162,18.352,0.7214,0.5395
283.116,0.2234,14.039,0.3442,0.2336
125.6606,-0.8505,19.955,0.6811,0.1521
253.2562,1.0502,16.386,0.5826,0.5482
72.5587,2.4869,13.901,0.2758,0.3094
93.4719,1.6463,16.335,0.4417,0.2949
250.3988,2.9736,14.922,0.433,0.3112
88.7965,-2.4505,14.904,0.3903,0.1604
178.9957,8.0427,18.171,0.5151,0.4354
75.4565,-0.6703,13.527,0.389,0.3103
187.4886,8.0206,18.221,0.4269,0.3461
76.8399,-2.5168,14.051,0.4223,0.2503
191.0705,1.2941,18.511,0.8193,0.2211
193.223,4.9947,18.6,0.5426,0.3314
230.8546,-0.5506,17.398,0.7742,0.2514
135.9736,-4.3676,20.457,0.4906,0.2977
206.1491,-3.0494,19.486,0.6421,0.0712
94.8692,0.7992,16.211,0.4381,0.2437
106.3826,4.3393,16.181,0.3342,0.1743
104.878,1.4086,16.559,0.4677,0.1756
238.4469,-7.0542,16.962,0.3685,0.1673
116.8773,-4.3736,17.371,0.488,0.4314
141.1088,-6.3592,21.02,0.3963,0.2767
255.897,-5.9486,15.778,0.2889,0.1449
190.6643,9.2769,15.771,0.3465,0.1897
140.9976,1.5683,21.037,0.658,0.3
153.6933,-4.3564,19.501,0.5305,0.1311
133.117,3.0157,19.662,0.4961,0.3091
104.5779,-0.3376,16.962,0.5609,0.2176
289.5207,1.4469,13.82,0.3129,0.23
189.5608,-9.3996,15.567,0.3811,0.2202
131.8159,-3.6049,20.672,0.5276,0.2778
170.9372,-5.8008,18.443,0.6755,0.3844
141.533,-1.4412,20.957,0.6768,0.0913
159.7263,9.88,14.817,0.3547,0.2
154.0326,-7.0077,19.47,0.3759,0.1304
233.8702,-2.6821,17.885,0.6198,0.2685
220.4366,-5.5698,19.575,0.4243,0.1965
161.2282,-5.7704,18.905,0.5136,0.1774
112.1221,-4.978,16.738,0.404,0.3988
199.6014,4.6158,18.96,0.5556,0.2161
189.1359,4.3869,18.445,0.6254,0.3613
268.1564,-0.1954,15.15,0.4706,0.0961
166.8329,-9.2507,15.815,0.3926,0.3583
174.105,7.7558,18.363,0.5512,0.4068
190.3025,-6.6242,18.484,0.5397,0.2476
182.2011,-2.702,18.313,0.9437,0.3775
144.2985,6.3021,20.568,0.3549,0.2939
247.2733,5.8929,15.713,0.338,0.1521
186.5273,-4.9282,18.377,0.7469,0.489
225.1672,1.5782,18.153,0.6901,0.3021
137.6135,6.3166,21.572,0.4263,0.3057
201.3509,1.1167,19.084,0.7924,0.3007
206.3087,-5.0482,19.501,0.5144,0.0876
200.5327,8.8563,16.514,0.3876,0.2186
158.1686,9.6302,15.198,0.3393,0.1935
189.5704,-6.5401,18.459,0.5384,0.3211
150.364,6.3919,19.836,0.3908,0.2137
163.5113,7.0832,18.766,0.4724,0.3312
187.3201,-2.6779,18.395,0.8112,0.1979
175.7391,0.4709,18.335,0.9454,0.3125
253.2608,-4.8312,16.389,0.3257,0.2185
200.2908,-7.5915,19.007,0.3493,0.1025
149.9676,3.1227,19.879,0.5729,0.326
67.3256,-0.1705,13.493,0.4247,0.2793
140.2085,-2.065,21.156,0.612,0.0775
110.3525,-3.5221,16.258,0.6175,0.3573
117.1389,-4.5113,17.473,0.4895,0.4139
177.2006,-1.7351,18.318,0.9628,0.2404
147.8525,7.6305,19.147,0.3496,0.194
85.8808,-4.4301,15.189,0.3367,0.1322
264.4621,1.8755,14.794,0.4267,0.2847
207.5347,-3.4097,19.62,0.6089,0.0865
220.6676,6.9152,19.72,0.3869,0.2471
248.998,0.7558,15.999,0.6399,0.56
182.9212,1.1701,18.319,0.9551,0.212
149.7698,0.031,19.901,0.8014,0.1124
85.7324,2.0093,15.204,0.3283,0.4122
199.2448,4.1243,18.936,0.5589,0.1833
166.4203,2.2918,18.616,0.792,0.3652
219.353,-3.7521,20.284,0.5723,0.2139
233.5854,3.004,17.641,0.5359,0.3042
266.4047,4.415,14.206,0.2983,0.2256
183.8707,-5.3153,18.33,0.7761,0.4417
149.9449,-8.2233,17.775,0.3038,0.1574
191.9474,8.3403,17.527,0.3837,0.1614
234.1735,1.5095,18.182,0.6728,0.3965
113.3205,-2.5747,16.459,0.5425,0.3873
201.108,-1.3806,19.066,0.8535,0.3289
144.712,4.2291,20.513,0.4645,0.2932
249.099,-2.1737,16.023,0.5506,0.5117
176.6296,-7.9752,18.324,0.5804,0.2399
263.987,4.0926,14.719,0.3048,0.2567
52.6734,-0.4527,13.648,0.2966,0.1588
177.0437,1.7793,18.32,0.9626,0.722
227.7167,-0.206,17.597,0.7711,0.2467
216.1196,3.1768,20.625,0.5635,0.3002
147.9427,5.3601,20.109,0.3966,0.1585
169.4047,0.4304,18.494,0.8771,0.3232
223.7468,-2.014,17.567,0.7014,0.2293
350.2644,-4.3094,10.204,0.4917,0.1987
108.15,-3.4613,15.88,0.4726,0.3125
254.9322,2.3833,15.542,0.4899,0.3865
200.5858,1.0315,19.028,0.7913,0.2326
215.6118,4.9954,20.556,0.4461,0.2715
85.483,0.7841,15.0,0.3624,0.4282
158.5612,-5.4925,19.091,0.512,0.1172
199.5441,-6.0975,18.956,0.443,0.1131
210.8074,-8.5728,17.055,0.3288,0.1855
130.3476,-0.2142,20.628,0.7035,0.1444
200.9405,3.266,19.054,0.5934,0.2241
134.9497,-0.6975,20.005,0.7408,0.1713
206.6251,8.3211,17.567,0.4122,0.2312
178.4082,3.621,18.309,0.8712,0.7155
237.6862,-1.8491,16.88,0.6266,0.2102
189.6246,-1.187,18.461,0.8403,0.1092
199.4485,-8.7705,16.674,0.3086,0.1168
117.7225,5.6626,17.574,0.2762,0.2393
177.7139,4.0507,18.314,0.8442,0.759
129.0886,4.6051,20.346,0.3867,0.4151
107.3576,2.8406,15.884,0.3929,0.1924
204.4369,-4.1178,19.333,0.5672,0.0845
209.5736,-5.8477,19.83,0.4617,0.222
178.6912,3.4508,18.308,0.8838,0.7004
223.5225,6.2156,17.853,0.3712,0.2028
93.6817,5.4505,16.119,0.3549,0.2273
333.8699,-4.1539,11.193,0.2874,0.1778
202.8498,-3.6655,19.2,0.6153,0.1629
190.0087,5.4693,18.473,0.5354,0.3646
143.9661,-5.2027,20.613,0.451,0.212
168.5678,-1.0087,18.525,0.8882,0.274
261.6644,-0.3686,14.444,0.4285,0.2211
197.0811,1.9334,18.8,0.7137,0.1466
73.3603,-5.1519,13.957,0.3289,0.2314
85.9845,-4.5672,15.06,0.3255,0.1239
192.7767,2.2109,18.58,0.7416,0.1852
54.8374,-0.8437,12.773,0.3691,0.1985
199.4039,-7.9039,18.488,0.3504,0.1183
91.4074,-4.5035,15.219,0.3646,0.2451
193.5277,-2.6572,18.614,0.7189,0.2169
187.8885,4.8459,18.409,0.6261,0.3941
170.7106,5.1115,18.45,0.6813,0.4995
194.4777,4.3142,18.659,0.5628,0.3198
136.799,1.813,21.709,0.5813,0.1982
216.452,0.0199,20.67,0.798,0.0714
115.8804,-6.1751,17.244,0.3264,0.3343
251.1661,4.8023,15.329,0.4018,0.2353
206.2561,9.8445,14.87,0.2912,0.1824
170.3415,2.0351,18.462,0.8455,0.4792
188.0888,-1.3206,18.415,0.7897,0.109
218.0135,-3.2405,20.891,0.59,0.2034
71.1181,1.6385,14.367,0.3346,0.3008
243.3128,6.2753,16.232,0.282,0.1581
178.5346,-0.6632,18.309,0.9508,0.2672
216.0104,-5.398,20.61,0.4597,0.2621
245.9274,2.0328,16.256,0.4958,0.1691
116.2856,-2.403,17.373,0.537,0.3542
209.2636,1.7669,19.797,0.7644,0.5856
175.7241,6.4244,18.336,0.6818,0.5993
192.9709,9.7646,14.99,0.3301,0.2031
145.4517,-3.9402,20.417,0.5185,0.1083
213.4072,-0.7298,20.272,0.7831,0.1142
149.2789,8.3976,17.409,0.3836,0.195
214.5754,3.8376,20.42,0.5371,0.3476
212.7353,0.3598,20.19,0.7974,0.2005
27.2679,-8.8888,13.459,0.3892,0.1443
156.2517,-2.1967,19.274,0.7825,0.1225
254.444,-2.6173,16.027,0.4253,0.3025
230.3434,-8.207,17.571,0.2994,0.1488
166.3322,1.0552,18.62,0.8538,0.5107
183.7475,1.1538,18.329,0.9488,0.2646
199.1373,-0.3325,18.928,0.8368,0.2372
169.1961,9.7139,15.068,0.415,0.2777
98.6747,4.0328,16.351,0.299,0.2238
123.8145,-2.006,18.731,0.5968,0.1413
226.8882,5.7765,17.179,0.3856,0.1948
147.0999,7.1433,20.21,0.3401,0.2151
73.878,-8.2359,13.988,0.2888,0.2268
106.7536,-4.4037,15.992,0.4398,0.4259
167.7601,7.1197,18.557,0.4837,0.3448
237.7685,6.3073,16.856,0.3424,0.2462
189.9599,-4.9039,18.472,0.5896,0.2477
161.5911,8.2902,17.632,0.4261,0.2527
178.0317,-1.8338,18.312,0.966,0.2206
143.0011,3.9265,20.746,0.4875,0.335
311.6959,8.6616,13.167,0.3361,0.5135
97.986,2.7722,16.13,0.3389,0.2241
179.1439,-3.0387,18.306,0.9495,0.227
251.2187,6.1739,15.249,0.2921,0.1908
251.036,-4.4994,15.358,0.3487,0.2433
215.4756,-7.0399,20.538,0.3355,0.1888
115.4151,-2.5264,16.815,0.5328,0.4455
174.3855,-2.2802,18.358,0.9171,0.3647
172.9387,4.1082,18.389,0.8017,0.6987
219.1889,0.773,20.272,0.7635,0.2122
240.101,-7.2969,16.644,0.3376,0.1474
141.7423,-5.4965,20.927,0.4284,0.2361
80.1761,2.0632,14.571,0.2958,0.4031
201.2974,1.2379,19.08,0.7808,0.2779
216.3417,-5.5525,20.655,0.4467,0.2314
187.4962,-4.9738,18.399,0.7073,0.4623
214.6482,1.63,20.43,0.7111,0.2929
207.4155,2.0401,19.608,0.6998,0.5862
140.6429,5.6237,21.09,0.3854,0.2915
200.1267,-3.8882,18.996,0.6069,0.1601
154.0569,-7.5272,19.408,0.3375,0.1175
216.407,-0.0532,20.664,0.7978,0.0707
222.9234,3.6415,18.548,0.4974,0.136
202.9107,8.1075,18.027,0.3326,0.1944
215.4165,1.2916,20.53,0.7358,0.2
221.3905,-1.0725,18.68,0.7669,0.1202
189.515,-8.4461,17.309,0.4079,0.2157
176.9592,1.225,18.321,0.9665,0.5292
238.8223,-6.7485,16.439,0.5447,0.1864
266.2857,-5.5993,14.316,0.2967,0.2082
186.2171,6.0875,18.37,0.6015,0.4792
191.5041,1.1453,18.528,0.8225,0.1814
172.0636,-3.7787,18.411,0.8207,0.3558
205.5105,6.6828,19.428,0.4046,0.2657
156.8011,-4.3252,19.229,0.5699,0.1236
189.808,2.3685,18.467,0.7526,0.2696
175.7124,-6.9518,18.336,0.6412,0.2187
212.9157,-8.833,16.557,0.3166,0.2392
152.7314,2.0822,19.593,0.7233,0.6046
64.4449,4.7191,13.237,0.2891,0.2561
155.0195,2.3477,19.38,0.7126,0.4282
139.4029,1.8774,21.282,0.6089,0.2644
211.3975,4.8707,20.032,0.4825,0.3203
144.5866,-6.0201,20.53,0.4281,0.1801
246.7625,5.721,16.068,0.3662,0.1626
260.7565,3.2201,14.653,0.4629,0.2107
182.856,4.388,18.319,0.7984,0.6677
149.4077,5.2797,19.941,0.4703,0.2653
108.2867,-4.853,15.928,0.3855,0.3901
173.4871,-2.17,18.376,0.9055,0.3298
169.7288,-1.9269,18.482,0.862,0.2247
112.1007,5.4915,16.684,0.2787,0.1861
184.7738,-7.5267,18.343,0.5683,0.4831
218.6465,-0.7571,20.038,0.7892,0.1095
161.8367,3.9598,18.866,0.6329,0.3014
207.1977,4.8398,19.586,0.5086,0.32
121.7109,-1.4242,18.267,0.6189,0.1338
62.6143,-1.3821,12.799,0.3091,0.287
152.8494,4.0782,19.582,0.536,0.5064
212.6926,-7.6486,19.102,0.364,0.2191
228.4069,-8.743,16.726,0.2912,0.1927
55.1188,-1.0975,12.806,0.3578,0.2103
121.0363,0.4116,18.5,0.6118,0.1789
104.3903,1.552,16.746,0.4908,0.1862
186.6728,-0.5536,18.38,0.8075,0.0806
242.4143,4.5077,16.235,0.4066,0.234
175.4273,6.3051,18.34,0.6835,0.5993
86.7518,0.1099,14.855,0.4035,0.3231
165.855,9.6425,15.178,0.3944,0.2633
169.5725,-4.2905,18.488,0.7351,0.3649
163.397,-0.9154,18.772,0.8931,0.3026
149.655,-1.0505,19.914,0.8323,0.2289
191.2035,7.9215,18.448,0.4022,0.2239
172.555,0.5835,18.398,0.8935,0.3902
184.4249,0.8351,18.338,0.9479,0.2495
177.1823,-7.7021,18.318,0.5944,0.2598
115.7051,1.5911,16.973,0.4816,0.1332
165.0914,3.0739,18.681,0.7386,0.3805
139.0571,-4.1184,21.336,0.4849,0.1682
107.1632,-2.4225,15.853,0.5364,0.3909
137.7043,6.2001,21.557,0.4256,0.3116
349.479,-5.5138,10.22,0.3527,0.192
207.3519,5.6252,19.602,0.455,0.2777
222.2767,-2.8442,18.889,0.625,0.1929
273.3546,-1.0132,14.934,0.2926,0.0913
163.3235,3.9169,18.776,0.6372,0.3574
6.3766,-0.2719,10.497,0.3084,0.2947
256.3066,5.4013,15.35,0.2943,0.2396
137.6393,-0.0695,21.567,0.7234,0.0947
213.0868,-3.494,20.233,0.6061,0.2665
189.4026,9.3491,15.65,0.3491,0.2431
205.3559,-2.3689,19.414,0.73,0.1398
70.3027,-0.6302,14.438,0.383,0.2277
168.5308,-2.4891,18.527,0.8193,0.2403
161.5371,-9.0756,16.118,0.3248,0.1486
167.8365,-0.0625,18.554,0.8937,0.4901
188.4648,3.5493,18.425,0.6985,0.2893
101.819,4.2595,16.527,0.3456,0.3026
170.0406,2.368,18.472,0.825,0.4931
112.7062,5.6143,16.511,0.2916,0.2136
201.4608,0.0247,19.093,0.8595,0.3941
199.1911,7.1602,18.932,0.4071,0.3081
81.0833,-6.411,14.723,0.2827,0.1926
263.4591,3.1066,14.615,0.351,0.3278
149.1968,-2.4283,19.965,0.7001,0.1744
127.3286,2.9761,19.964,0.4636,0.3546
63.0779,0.0681,12.821,0.3881,0.2828
162.1329,0.6051,18.847,0.8688,0.3647
172.4879,9.518,15.375,0.4525,0.2838
278.0889,0.9535,15.033,0.288,0.2142
212.3155,5.0641,20.14,0.4668,0.3563
158.6348,-1.1135,19.085,0.8892,0.1211
92.1563,-4.7421,15.636,0.3318,0.2531
157.5757,-8.7311,16.748,0.3498,0.1418
219.1571,-4.5859,20.101,0.5021,0.184
135.5468,-8.1028,18.037,0.3171,0.1894
198.9368,0.8023,18.915,0.7871,0.147
140.3101,-5.1677,21.141,0.4309,0.1702
142.7112,-8.2685,17.678,0.3413,0.2602
243.3667,-2.3376,16.068,0.5217,0.3692
57.6302,-1.5497,12.829,0.2988,0.1937
91.843,3.3005,15.61,0.2808,0.325
114.0664,5.4608,16.845,0.276,0.191
135.445,7.9132,18.467,0.2897,0.2463
240.4492,-2.7979,16.337,0.5688,0.2809
175.6027,2.2763,18.337,0.9249,0.694
204.325,0.6079,19.323,0.8205,0.2297
140.8158,1.0935,21.064,0.701,0.2668
242.7505,-1.6231,16.126,0.593,0.4055
185.5562,0.3712,18.357,0.9187,0.1652
156.8004,6.6729,19.229,0.4434,0.1816
132.1291,-1.9144,20.704,0.6777,0.2094
78.3855,-3.237,14.311,0.3559,0.2161
253.206,3.6792,16.355,0.4205,0.3754
217.2833,4.6271,20.786,0.4629,0.2173
169.9268,4.3337,18.476,0.7152,0.5518
184.2334,-2.8192,18.335,0.872,0.1921
167.0956,-5.2173,18.586,0.6469,0.4064
304.6032,1.8567,13.028,0.3047,0.2731
160.8048,7.2965,18.932,0.4746,0.2426
136.8623,5.3216,21.698,0.4227,0.3076
237.3345,-1.3135,17.052,0.6607,0.13
183.3736,8.036,18.186,0.4922,0.4283
130.2491,-4.7908,20.574,0.4377,0.2692
340.5644,8.8408,10.605,0.3954,0.1944
150.3618,1.3702,19.837,0.7581,0.2691
189.6823,5.5653,18.463,0.5452,0.3726
170.8459,0.3365,18.446,0.9089,0.306
154.0608,0.9294,19.467,0.8523,0.6018
81.5561,-1.3419,14.681,0.4499,0.2882
94.5497,-6.3054,16.091,0.3118,0.2875
223.4686,-7.4584,18.043,0.3651,0.1561
133.4849,-0.6104,20.209,0.7265,0.1263
242.1216,-0.6056,16.026,0.6555,0.4112
192.1228,-0.3867,18.553,0.8792,0.1321
68.1054,-1.0236,13.892,0.4247,0.2191
114.2649,4.835,16.825,0.3061,0.1952
106.8056,-6.1417,15.923,0.4059,0.3828
173.1151,-8.1585,17.915,0.5813,0.2957
224.7436,8.3884,17.428,0.3197,0.2079
181.3686,7.7131,18.308,0.4996,0.4656
115.926,0.7784,17.288,0.5303,0.1629
271.3765,-0.5561,14.958,0.3685,0.1358
106.412,1.1721,16.188,0.486,0.1634
243.0272,-6.2077,16.341,0.3113,0.2034
83.7253,-5.5538,14.806,0.3121,0.1887
192.6263,1.0558,18.574,0.8122,0.1063
87.5574,5.5976,15.198,0.3386,0.2866
164.5444,0.9182,18.709,0.8434,0.3002
186.6983,2.5547,18.38,0.8104,0.2514
171.3576,5.1252,18.43,0.707,0.5266
153.6282,5.781,19.507,0.4189,0.3273
209.2393,-9.0718,16.124,0.2849,0.1806
215.5945,-3.8479,20.554,0.5546,0.2419
203.3069,0.685,19.237,0.818,0.2727
242.7393,0.258,16.12,0.6667,0.496
174.8576,-0.4755,18.349,0.942,0.3102
119.3572,4.327,17.607,0.3716,0.2699
174.7951,7.0634,18.35,0.6029,0.4944
123.1007,-0.5724,18.72,0.6435,0.1341
156.3646,-8.9315,16.376,0.3065,0.085
153.7308,4.725,19.498,0.4891,0.4317
172.4976,5.681,18.399,0.7203,0.5826
265.3872,1.8338,14.618,0.4174,0.2601
42.9363,-0.7939,13.633,0.2965,0.1764
155.4634,-6.7474,19.341,0.4065,0.176
140.4804,2.1708,21.115,0.5948,0.2771
198.6417,-6.4447,18.896,0.4506,0.1193
66.325,1.6321,13.7,0.3418,0.1402
198.3869,-6.8117,18.88,0.4293,0.0926
171.6364,2.7593,18.422,0.827,0.537
239.3959,-6.4539,16.502,0.6145,0.1986
225.1995,-2.6989,18.282,0.6197,0.2365
